Domaine,Sujet,Détails,Question 1,Réponse 1,Explication 1,Question 2,Réponse 2,Explication 2,Question 3,Réponse 3,Explication 3,Question 4,Réponse 4,Explication 4,Question 5,Réponse 5,Explication 5,Question 6,Réponse 6,Explication 6,Question 7,Réponse 7,Explication 7,Question 8,Réponse 8,Explication 8,Question 9,Réponse 9,Explication 9,Question 10,Réponse 10,Explication 10
Virtualisation et Datacenter,Environnements Cloud,"Déploiements type OpenStack, AzureStack, OpenNebula.",Qu'est-ce qu'OpenStack ?,Une plateforme logicielle libre permettant de déployer des infrastructures de cloud privé et public.,Elle orchestre les ressources de calcul de stockage et de réseau via un ensemble de projets modules comme Nova ou Neutron.,Quel est l'objectif principal d'Azure Stack ?,Permettre d'utiliser les services du cloud Azure directement dans un centre de données local.,Cela offre une expérience hybride cohérente pour les entreprises souhaitant garder certaines données sensibles sur site tout en utilisant les outils Microsoft.,Qu'est-ce qu'OpenNebula ?,Une solution open source légère pour la gestion et la virtualisation de centres de données.,Elle permet de transformer une infrastructure existante en un cloud privé ou hybride de manière simple et efficace.,Citez un avantage d'OpenStack par rapport aux solutions propriétaires.,Son absence de dépendance vis-à-vis d'un éditeur unique et sa grande flexibilité de configuration.,Étant open source il permet de construire une infrastructure sur mesure sans payer de licences onéreuses pour l'hyperviseur.,À quoi sert le projet Horizon dans OpenStack ?,C'est le tableau de bord web qui permet aux utilisateurs et administrateurs de gérer les ressources du cloud.,Il offre une interface graphique intuitive pour lancer des instances de machines virtuelles et configurer les réseaux.,Dans l'écosystème OpenStack quel est le rôle du module Nova ?,Il assure la gestion et l'orchestration des ressources de calcul (compute).,Nova est le moteur principal qui programme et crée les machines virtuelles sur les serveurs physiques de l'infrastructure.,Quelle est la différence entre Azure Stack Hub et Azure Stack HCI ?,Hub est une plateforme cloud complète et autonome alors que HCI est une solution d'hyper-convergence focalisée sur la virtualisation.,HCI est idéal pour moderniser l'infrastructure locale tandis que Hub reproduit fidèlement l'écosystème Azure public chez le client.,Quel projet OpenStack gère le stockage par blocs (block storage) ?,Le projet Cinder.,Cinder fournit du stockage persistant aux machines virtuelles en permettant de créer et d'attacher des volumes de données à la demande.,Qu'est-ce que le projet Neutron dans OpenStack ?,C'est le module chargé de fournir la connectivité réseau en tant que service (NaaS).,Il permet de créer des réseaux virtuels des routeurs et des pare-feu logiciels de manière dynamique pour les instances du cloud.,Pourquoi une entreprise choisirait-elle OpenNebula plutôt qu'OpenStack ?,Pour sa facilité d'installation et sa légèreté comparée à la complexité d'OpenStack.,OpenNebula est souvent privilégié par les organisations qui veulent un cloud privé fonctionnel rapidement sans nécessiter une équipe d'experts dédiée.
Virtualisation et Datacenter,Conteneurs et Orchestration,"Docker, dépôts (Docker Hub, Azure Container Registry), Kubernetes.",Qu'est-ce qu'un conteneur par rapport à une machine virtuelle ?,Un environnement léger qui partage le noyau de l'OS hôte contrairement à une VM qui embarque son propre système d'exploitation.,Cela permet de lancer des applications de manière isolée avec beaucoup moins de ressources et un démarrage quasi instantané.,Que fait la plateforme Docker ?,Elle permet d'empaqueter une application et ses dépendances dans une image standardisée exécutable partout.,Docker simplifie le déploiement en garantissant que l'application fonctionnera de la même manière sur le poste du développeur et sur le serveur de production.,À quoi sert un Dockerfile ?,C'est un fichier texte contenant les instructions pour construire une image Docker automatiquement.,Il définit l'image de base les fichiers à copier les commandes à exécuter et le port à exposer pour l'application sans intervention manuelle.,Qu'est-ce qu'un registre de conteneurs comme Docker Hub ?,Un serveur centralisé où sont stockées et partagées les images de conteneurs.,On y télécharge des images prêtes à l'emploi ou on y envoie ses propres créations pour les déployer sur n'importe quel serveur connecté.,Quel est le rôle principal de Kubernetes ?,Orchestrer et gérer le cycle de vie des conteneurs à grande échelle sur un cluster de serveurs.,Il automatise le déploiement la mise à l'échelle et la gestion de la haute disponibilité des applications conteneurisées.,Dans Kubernetes qu'est-ce qu'un Pod ?,C'est la plus petite unité d'exécution contenant un ou plusieurs conteneurs partageant le même stockage et le même réseau.,Les conteneurs au sein d'un même Pod communiquent entre eux via localhost et sont toujours déployés ensemble sur le même nœud physique.,À quoi sert l'outil Docker Compose ?,À définir et lancer des applications multi-conteneurs complexes à l'aide d'un seul fichier de configuration YAML.,Cela permet de démarrer en une seule commande toute une architecture comprenant par exemple un serveur web une base de données et un système de cache.,Qu'est-ce qu'un volume dans Docker ?,Un mécanisme permettant de rendre les données d'un conteneur persistantes même après l'arrêt ou la suppression de celui-ci.,Par défaut le stockage d'un conteneur est éphémère. Le volume permet de sauvegarder les données importantes comme celles d'une base de données sur le disque de l'hôte.,Quelle est la différence entre Azure Container Registry et Docker Hub ?,ACR est un registre privé sécurisé géré par Microsoft tandis que Docker Hub est le registre public mondial par défaut.,ACR permet aux entreprises de stocker leurs images propriétaires à proximité de leurs services cloud Azure pour des déploiements plus rapides et sécurisés.,Que signifie le concept de Self-healing dans Kubernetes ?,La capacité de l'orchestrateur à redémarrer automatiquement un conteneur s'il tombe en panne ou si son serveur physique échoue.,Kubernetes surveille en permanence l'état des Pods et recrée instantanément les instances manquantes pour garantir que le service reste toujours disponible.
Virtualisation et Datacenter,Hybridation et Migration,"Déplacer des services (VM, conteneurs) des infrastructures locales vers le cloud et inversement.",Qu'est-ce que la migration Lift and Shift (Rehosting) ?,C'est le déplacement d'une application ou d'une VM vers le cloud sans aucune modification logicielle.,C'est la méthode la plus rapide pour migrer mais elle ne profite pas pleinement des avantages natifs du cloud comme l'auto-scalabilité.,Que signifie le terme Réversibilité dans un contrat cloud ?,C'est la capacité technique et contractuelle de récupérer ses données et services pour les rapatrier en local ou chez un autre fournisseur.,La réversibilité est cruciale pour éviter la dépendance exclusive (lock-in) et doit être anticipée dès la conception de l'architecture.,À quoi sert l'outil Azure Migrate ?,C'est une plateforme centrale pour découvrir évaluer et migrer des serveurs et des bases de données vers Azure.,Il analyse l'infrastructure locale pour estimer les coûts et vérifier la compatibilité des machines avant le déplacement réel.,Qu'est-ce que le Replatforming par rapport au Refactoring ?,Le Replatforming adapte légèrement l'application (ex: changer la base de données) tandis que le Refactoring réécrit le code pour le cloud.,Le Refactoring est plus long et coûteux mais permet d'optimiser au maximum les performances et les coûts d'exploitation dans le cloud.,Pourquoi les conteneurs facilitent-ils la migration hybride ?,Parce qu'ils sont agnostiques vis-à-vis de l'infrastructure et s'exécutent de la même manière partout.,Une application conteneurisée peut être déplacée d'un serveur local vers Kubernetes dans le cloud sans aucune modification du code.,Quel est le rôle d'une liaison dédiée comme AWS Direct Connect ou Azure ExpressRoute ?,Fournir une connexion privée et stable à haut débit entre le datacenter local et le fournisseur cloud.,Contrairement au VPN via Internet ces liaisons offrent une latence réduite et une sécurité accrue pour les migrations massives de données.,Qu'est-ce que la migration de base de données en ligne (Online Migration) ?,C'est un processus qui synchronise les données en continu pendant que l'application reste active.,Cela permet de basculer vers le cloud avec un temps d'arrêt (downtime) quasi nul car la base cible est déjà à jour.,Quel est l'enjeu de la latence dans une architecture hybride ?,Le temps de réponse entre les composants restés en local et ceux migrés dans le cloud.,Si une application dans le cloud communique trop souvent avec une base de données locale les performances peuvent s'effondrer à cause du délai réseau.,À quoi sert Azure File Sync dans un contexte d'hybridation ?,À synchroniser les partages de fichiers locaux avec le stockage cloud Azure Files.,Cela permet de conserver un accès local rapide tout en bénéficiant de la capacité de stockage et de la sauvegarde centralisée dans le cloud.,Comment sécurise-t-on les données lors d'une migration physique par disque (ex: AWS Snowball) ?,En utilisant un chiffrement matériel robuste et des dispositifs de sécurité inviolables pendant le transport.,Pour les volumes de données énormes (pétaoctets) envoyer des disques par transporteur est souvent plus rapide que d'utiliser la connexion internet.
Virtualisation et Datacenter,Gestion des coûts Cloud,Suivi des consommations à l'usage (notions de FinOps).,Qu'est-ce que la démarche FinOps ?,Une pratique de gestion financière du cloud visant à optimiser les coûts par la collaboration des équipes.,FinOps combine la finance l'informatique et le métier pour s'assurer que chaque euro dépensé dans le cloud apporte une valeur maximale à l'entreprise.,Que signifie le modèle de facturation à l'usage (Pay-as-you-go) ?,On ne paie que les ressources réellement consommées à la seconde ou à l'heure.,Cela permet de supprimer les investissements lourds au départ mais nécessite une surveillance constante pour éviter les mauvaises surprises en fin de mois.,À quoi servent les Tags (étiquettes) dans la facturation cloud ?,À identifier et répartir les coûts par projet département ou environnement.,Sans un marquage rigoureux des ressources il est impossible de savoir quelle équipe consomme quoi et de refacturer les services internement.,Qu'est-ce qu'une Instance Réservée (Reserved Instance) ?,Un engagement d'utilisation sur une longue période en échange d'une réduction importante du prix.,Si l'on sait qu'un serveur tournera 24h sur 24 pendant un an s'engager auprès du fournisseur permet d'économiser jusqu'à 70% par rapport au tarif normal.,En quoi consiste le Right-sizing ?,Ajuster la taille des ressources pour qu'elles correspondent exactement aux besoins réels de l'application.,Beaucoup d'entreprises paient pour des serveurs trop puissants qui ne sont utilisés qu'à 10%. Réduire leur taille permet des économies immédiates sans perte de performance.,Quelle est la différence entre CapEx et OpEx dans le contexte du cloud ?,Le CapEx est un investissement en capital (achat matériel) tandis que l'OpEx est une dépense opérationnelle (abonnement).,Le cloud fait passer l'informatique d'un modèle de possession (CapEx) à un modèle de service (OpEx) ce qui offre plus de flexibilité comptable.,Que sont les Instances Spot (ou Preemptible) ?,Des ressources inutilisées vendues à prix cassé mais que le fournisseur peut reprendre à tout moment.,Elles sont idéales pour des calculs non critiques ou des batchs car elles coûtent très peu cher mais ne garantissent pas la disponibilité continue.,Pourquoi mettre en place des Alertes de budget ?,Pour être prévenu dès qu'un seuil de dépense défini est atteint ou dépassé.,C'est un garde-fou essentiel pour éviter qu'une erreur de configuration ou une fuite de ressources ne génère une facture astronomique.,À quoi sert un outil comme AWS Cost Explorer ou Azure Cost Management ?,À visualiser analyser et prévoir ses dépenses cloud via des graphiques et des rapports détaillés.,Ces outils permettent d'identifier les tendances de consommation et de repérer les services qui coûtent le plus cher pour agir rapidement.,Qu'est-ce qu'une ressource zombie (Zombie asset) ?,Une ressource active qui n'est plus utilisée mais continue d'être facturée.,Il peut s'agir d'une adresse IP oubliée d'un volume de stockage détaché ou d'une VM de test jamais éteinte. Les supprimer est la base de l'optimisation.
Continuité et Supervision,Continuité d'activité,"Sauvegardes (Veeam, Veritas), PRA, PCA, PRI, PCI, MCO (Maintien en Condition Opérationnelle), MCS (Maintien en Condition de Sécurité), haute disponibilité applicative.",Quelle est la différence entre un PCA et un PRA ?,Le PCA vise une continuité sans interruption de service tandis que le PRA organise la reprise après un arrêt.,Le Plan de Continuité (PCA) assure la disponibilité immédiate alors que le Plan de Reprise (PRA) accepte un délai de remise en route après un sinistre.,Que signifie l'acronyme MCO ?,Le Maintien en Condition Opérationnelle.,Il s'agit de l'ensemble des mesures prises pour garantir que les systèmes fonctionnent correctement et répondent aux besoins des utilisateurs au quotidien.,Qu'est-ce que le MCS (Maintien en Condition de Sécurité) ?,C'est l'action de maintenir le niveau de protection d'un système face aux nouvelles menaces par des mises à jour régulières.,Le MCS impose l'application des correctifs de sécurité et le suivi des vulnérabilités pour protéger l'infrastructure sur le long terme.,Définissez l'objectif de temps de récupération (RTO).,C'est la durée maximale acceptable d'indisponibilité d'un service après une panne ou un incident.,Un RTO court nécessite des investissements plus lourds en redondance pour garantir un redémarrage rapide des applications critiques.,Qu'est-ce que l'objectif de point de récupération (RPO) ?,C'est la perte de données maximale acceptable exprimée en durée depuis la dernière sauvegarde saine.,Le RPO définit la fréquence des sauvegardes. Un RPO faible signifie que les données doivent être sauvegardées très régulièrement.,Citez un logiciel de sauvegarde leader sur le marché de la virtualisation.,Veeam Backup et Replication.,Cet outil permet de sauvegarder des machines virtuelles de manière efficace et propose des options de restauration ultra rapides en cas de sinistre.,En quoi consiste la règle de sauvegarde 3-2-1 ?,Posséder 3 copies des données sur 2 supports différents avec au moins 1 copie stockée hors site.,C'est la stratégie de référence pour se prémunir contre les pertes de données massives dues à un sinistre physique ou une cyberattaque.,Qu'est-ce que la haute disponibilité (HA) applicative ?,La capacité d'une application à rester accessible malgré la défaillance d'un de ses composants techniques.,On utilise généralement des clusters de serveurs et des répartiteurs de charge (load balancers) pour assurer cette continuité de service.,Quelle est la différence entre un site de repli chaud (Hot Site) et un site froid (Cold Site) ?,Le site chaud est immédiatement opérationnel avec les données synchronisées alors que le site froid nécessite une installation matérielle préalable.,Le choix entre les deux dépend du budget et de la criticité du RTO défini par la direction de l'entreprise.,À quoi sert un test de PRA régulier ?,À vérifier que les procédures de secours sont fonctionnelles et que les équipes savent les appliquer en situation réelle.,Sans tests périodiques un plan de reprise risque d'échouer le jour où un véritable sinistre survient à cause de changements non documentés dans l'infrastructure.
Continuité et Supervision,Supervision des services,"Protocoles SNMP, Syslog, WBEM/WMI.",Qu'est-ce que le protocole SNMP ?,Simple Network Management Protocol utilisé pour surveiller et gérer les équipements réseau.,Il permet de collecter des informations sur l'état des routeurs des commutateurs ou des serveurs de manière centralisée.,À quoi servent les OID (Object Identifiers) dans SNMP ?,Ce sont des identifiants numériques uniques qui désignent chaque objet géré dans une MIB.,Un OID permet au système de supervision de savoir exactement quelle information il est en train de lire comme la charge CPU ou le trafic d'une interface.,Qu'est-ce qu'une MIB (Management Information Base) ?,Une base de données hiérarchique contenant la définition de tous les objets pouvant être surveillés par SNMP.,Chaque constructeur de matériel réseau fournit sa propre MIB pour que les logiciels de supervision puissent interpréter les données spécifiques à leurs équipements.,Quelle est la différence majeure entre SNMP v2c et SNMP v3 ?,La version 3 apporte l'authentification et le chiffrement des données contrairement à la version 2c.,SNMP v3 est indispensable pour sécuriser la gestion des équipements sur des réseaux non protégés car la version 2c envoie les mots de passe en clair.,Qu'est-ce qu'une Trap SNMP ?,Une alerte envoyée spontanément par un équipement à la console de supervision lors d'un événement critique.,Contrairement au sondage régulier (polling) la Trap permet de signaler immédiatement une panne de ventilateur ou une intrusion sans attendre la prochaine vérification.,À quoi sert le protocole Syslog ?,À centraliser les journaux d'événements (logs) de différents équipements vers un serveur unique.,La centralisation des logs via Syslog facilite l'analyse post-incident et permet de conserver les traces même si l'équipement d'origine redémarre ou tombe en panne.,Dans Syslog que représentent les notions de Facility et de Severity ?,Facility indique la source du message (noyau courrier système) et Severity indique son niveau d'urgence (alerte erreur info).,Ces deux paramètres permettent de filtrer et de classer les milliers de messages reçus par le serveur de logs pour ne traiter que les plus importants.,Qu'est-ce que WMI (Windows Management Instrumentation) ?,L'implémentation de Microsoft pour accéder aux données de gestion et de configuration des systèmes Windows.,WMI permet de récupérer à distance des informations détaillées sur les processus actifs l'espace disque ou les logiciels installés sur un parc de serveurs Windows.,Quelle est la différence entre le mode Pull et le mode Push en supervision ?,En mode Pull le serveur interroge les agents alors qu'en mode Push les agents envoient directement leurs données au serveur.,Le mode Pull est le plus courant avec SNMP (polling) tandis que le mode Push est souvent utilisé pour les logs ou les métriques en temps réel afin de réduire la charge réseau.,Pourquoi est-il recommandé d'utiliser un serveur de supervision dédié ?,Pour avoir une vue globale et en temps réel de la santé de tout le système d'information.,Un outil comme Zabbix ou Nagios permet de corréler les pannes et d'alerter les administrateurs avant que les utilisateurs ne ressentent un ralentissement des services.
Continuité et Supervision,Analyse et Tableaux de bord,"Bases de données de séries temporelles, seuils d'alerte, indicateurs de performances (SLA).",Qu'est-ce qu'une base de données de séries temporelles (TSDB) ?,Un système optimisé pour stocker et interroger des données indexées par le temps.,Ces bases comme InfluxDB permettent de suivre l'évolution de métriques sur de longues périodes pour détecter des tendances ou des anomalies.,Quel est le rôle d'un tableau de bord (Dashboard) en supervision ?,Visualiser de manière synthétique l'état de santé du système d'information.,Un outil comme Grafana permet de transformer des milliers de données brutes en graphiques clairs facilitant la prise de décision rapide.,Que représente un seuil d'alerte (Threshold) ?,Une valeur critique qui déclenche une notification lorsqu'elle est dépassée.,Par exemple un seuil à 90% d'utilisation du disque permet d'alerter l'administrateur avant que le serveur ne soit totalement saturé.,Que signifie l'acronyme SLA ?,Service Level Agreement ou engagement de niveau de service.,C'est un contrat qui définit les indicateurs de performance minimaux que le prestataire s'engage à respecter sous peine de pénalités.,Qu'est-ce qu'un KPI (Key Performance Indicator) ?,Un indicateur clé de performance permettant de mesurer l'efficacité d'un service.,Le taux de disponibilité des serveurs ou le temps moyen de résolution d'un incident sont des KPI essentiels pour le pilotage de la DSI.,Quelle est la différence entre MTBF et MTTR ?,Le MTBF mesure la fiabilité technique tandis que le MTTR mesure la rapidité de la maintenance.,Un bon système de supervision vise à augmenter le MTBF et à réduire le MTTR pour maximiser la disponibilité globale du service.,À quoi sert la rétention de données dans une TSDB ?,À définir combien de temps les métriques historiques sont conservées avant d'être supprimées.,Une rétention longue permet de réaliser des analyses de capacité sur plusieurs mois pour anticiper les futurs besoins matériels.,Pourquoi utiliser Prometheus dans un environnement Kubernetes ?,Parce qu'il est conçu nativement pour découvrir et surveiller dynamiquement les conteneurs.,Prometheus collecte les métriques via un modèle Pull et s'intègre parfaitement avec Grafana pour le rendu visuel des données du cluster.,Qu'est-ce que l'observabilité par rapport à la simple supervision ?,Une approche globale incluant les métriques les logs et les traces pour comprendre le fonctionnement interne d'un système.,L'observabilité permet non seulement de savoir qu'une panne a eu lieu mais aussi d'en identifier rapidement la cause racine complexe.,Quel est l'intérêt de la corrélation d'événements dans un tableau de bord ?,Faire le lien entre plusieurs alertes isolées pour identifier un incident unique de grande ampleur.,Si tous les serveurs d'une baie tombent en panne simultanément le système doit identifier que la cause est probablement le commutateur réseau commun.
Continuité et Supervision,Gestion des services (ITSM),"Outils type GLPI, gestion des incidents, des problèmes et des configurations, ITIL, ISO 20000.",Qu'est-ce que l'ITSM ?,C'est l'ensemble des activités réalisées par une organisation pour concevoir et délivrer des services informatiques.,L'ITSM vise à aligner les services technologiques sur les besoins réels de l'entreprise et de ses utilisateurs finaux.,Que signifie l'acronyme ITIL ?,Information Technology Infrastructure Library.,Il s'agit du référentiel le plus utilisé au monde pour mettre en œuvre une gestion des services informatiques de qualité.,Quelle est la différence entre un incident et un problème selon ITIL ?,Un incident est une interruption non planifiée tandis qu'un problème est la cause inconnue de ces interruptions.,Gérer les incidents permet de rétablir le service rapidement alors que la gestion des problèmes vise à supprimer la cause racine.,Qu'est-ce qu'une CMDB ?,Configuration Management Database ou base de données de gestion des configurations.,Elle répertorie tous les actifs informatiques et les liens de dépendance entre eux pour faciliter l'analyse d'impact.,À quoi sert l'outil GLPI ?,À gérer l'inventaire du parc informatique et à traiter les tickets de support des utilisateurs.,C'est un logiciel open source très populaire qui permet de centraliser la gestion des actifs et le suivi des interventions techniques.,Qu'est-ce qu'une demande de service (Service Request) ?,Une requête d'un utilisateur pour obtenir un accès une information ou un changement standard sans panne.,Contrairement à l'incident qui est une anomalie la demande de service est une action prévue comme l'installation d'un nouveau logiciel.,Quel est le rôle du Service Desk (Centre de services) ?,Être le point de contact unique entre les utilisateurs et la direction des systèmes d'information.,Le Service Desk assure la communication et le suivi des tickets pour garantir la satisfaction des utilisateurs au quotidien.,Que définit la norme ISO 20000 ?,C'est la norme internationale pour le management de la qualité des services informatiques.,Elle permet d'auditer et de certifier qu'une organisation applique correctement les processus de gestion définis par les référentiels comme ITIL.,Qu'est-ce que la Gestion des Changements (Change Management) ?,Un processus visant à s'assurer que les modifications sur le système d'information sont réalisées sans risque majeur.,Chaque changement doit être évalué approuvé et planifié pour éviter de provoquer des incidents lors de sa mise en production.,À quoi sert un catalogue de services ?,À lister de manière claire tous les services informatiques disponibles pour les utilisateurs d'une organisation.,Le catalogue précise les fonctionnalités les tarifs et les niveaux de service associés pour chaque prestation informatique proposée.
Conception et Déploiement,Évaluation de solutions,"Maquettage, bancs d'essai comparatifs, calcul du TCO (Total Cost of Ownership), environnement de simulation, recommandations ANSSI.",Qu'est-ce que le maquettage ou Proof of Concept (PoC) ?,Une réalisation expérimentale courte pour vérifier la faisabilité technique d'une solution avant son déploiement.,Le PoC permet de valider que le produit répond aux besoins critiques et de lever les doutes techniques majeurs dès le début du projet.,À quoi sert un banc d'essai comparatif ?,À tester plusieurs solutions concurrentes dans des conditions identiques pour choisir la plus performante.,Cette méthode objective permet de comparer les temps de réponse la facilité d'utilisation et la consommation de ressources de chaque outil.,Que signifie l'acronyme TCO ?,Total Cost of Ownership ou Coût Total de Possession.,C'est un calcul financier qui estime le coût global d'un produit sur tout son cycle de vie incluant l'achat l'installation et la maintenance.,Pourquoi inclure les coûts de formation dans le calcul du TCO ?,Parce que le temps d'apprentissage des utilisateurs et des administrateurs représente une part importante du coût réel du projet.,Une solution complexe peut sembler moins chère à l'achat mais devenir très coûteuse si elle nécessite des semaines de formation pour les équipes.,Quel est l'intérêt d'un environnement de simulation lors de l'évaluation ?,Tester la solution sur une réplique du système réel sans risquer d'impacter la production actuelle.,La simulation permet de vérifier le comportement de la nouvelle solution face à des pics de charge ou des pannes simulées en toute sécurité.,Pourquoi consulter le catalogue des produits qualifiés de l'ANSSI ?,Pour choisir des solutions dont le niveau de sécurité a été officiellement vérifié par l'État français.,L'utilisation de produits certifiés ou qualifiés par l'ANSSI est souvent obligatoire pour les administrations et les entreprises d'importance vitale.,Qu'est-ce qu'une grille de notation multicritères ?,Un outil permettant de comparer les solutions selon des coefficients pondérés pour la technique le prix et le support.,Cette approche aide à prendre une décision rationnelle en évitant de se baser uniquement sur le critère du prix le plus bas.,À quoi sert l'analyse de l'interopérabilité d'une solution ?,À s'assurer que le nouvel outil pourra communiquer et échanger des données avec les systèmes déjà existants.,Une solution fermée qui ne possède pas d'API ou de connecteurs standards risque de créer un silo de données difficile à exploiter par la suite.,Pourquoi évaluer la pérennité d'un éditeur logiciel lors d'un choix stratégique ?,Pour s'assurer que le produit sera toujours maintenu et mis à jour dans les cinq ou dix prochaines années.,Si l'éditeur disparaît ou arrête le développement l'entreprise se retrouvera avec une solution obsolète et vulnérable sans aucun support technique.,Qu'est-ce qu'un appel d'offres (RFP) dans le processus de conception ?,Un document formel décrivant les besoins techniques et fonctionnels pour solliciter des propositions de plusieurs prestataires.,Le RFP (Request for Proposal) permet de mettre en concurrence les fournisseurs sur une base équitable pour obtenir le meilleur rapport qualité/prix.
Conception et Déploiement,Méthodologies projet,"Méthodes de gestion de projet classiques et agiles, Security by design.",Qu'est-ce que le cycle en V ?,Une méthode de gestion de projet découpée en phases séquentielles où chaque étape de développement a sa phase de validation correspondante.,Le cycle en V est rigide mais offre une structure claire pour les projets dont les besoins sont parfaitement définis dès le départ.,Quelle est la différence majeure entre une méthode classique et une méthode agile ?,La méthode classique suit un plan linéaire tandis que l'agilité avance par itérations successives avec des retours fréquents des utilisateurs.,L'agilité permet de s'adapter rapidement aux imprévus et aux changements de besoins en cours de route contrairement au cycle en V.,Que signifie le concept de Security by Design ?,L'intégration des exigences de sécurité dès la phase initiale de conception d'un système ou d'une application.,Au lieu de traiter la sécurité comme une option finale on l'inclut dans chaque étape du développement pour réduire les vulnérabilités dès la racine.,Dans la méthodologie Scrum qu'est-ce qu'un Sprint ?,Une période de temps fixe généralement de deux à quatre semaines durant laquelle une équipe réalise un ensemble de tâches définies.,À la fin de chaque sprint l'équipe doit présenter une version fonctionnelle ou une amélioration concrète du produit.,À quoi sert le Product Backlog dans un projet agile ?,C'est une liste ordonnée de toutes les fonctionnalités et améliorations souhaitées pour le produit final.,Le backlog évolue en permanence selon les priorités du client et sert de base de travail pour la planification des prochains sprints.,Qu'est-ce que la méthode Kanban ?,Un système visuel de gestion des tâches permettant de suivre l'avancement du travail et de limiter la surcharge des équipes.,Kanban utilise généralement des colonnes comme A faire En cours et Terminé pour optimiser le flux de travail et identifier les blocages.,Quel est le rôle du Chef de Projet ou du Scrum Master ?,Coordonner les ressources lever les obstacles et s'assurer que le projet respecte les objectifs fixés.,Le responsable de projet fait le lien entre les besoins métiers et les équipes techniques pour garantir la réussite de la livraison.,Qu'est-ce qu'un jalon (Milestone) dans un projet ?,Un événement significatif marquant la fin d'une étape importante ou une décision majeure pour la suite du déploiement.,Les jalons permettent de valider l'avancement réel du projet par rapport au planning initial et de déclencher les phases suivantes.,Pourquoi réaliser une analyse de risques au début d'un projet ?,Pour identifier les menaces potentielles et mettre en place des mesures d'atténuation avant que les problèmes ne surviennent.,L'analyse de risques permet d'anticiper les retards techniques et les dépassements de budget en sécurisant les points critiques du projet.,Que signifie l'acronyme MVP (Minimum Viable Product) ?,La version d'un produit qui possède juste assez de fonctionnalités pour satisfaire les premiers clients et recueillir des retours.,Le MVP permet de tester une idée rapidement sur le marché avant d'investir massivement dans des développements complexes et coûteux.
Conception et Déploiement,Pratiques DevOps,"Intégration continue (CI/CD), automatisation des déploiements.",Qu'est-ce que le DevOps ?,C'est une culture de collaboration entre les développeurs et les équipes d'exploitation.,Le DevOps vise à réduire le temps de mise sur le marché tout en garantissant une haute qualité de service.,Que signifie le sigle CI/CD ?,Continuous Integration et Continuous Deployment ou Delivery.,La CI automatise l'intégration du code tandis que la CD automatise sa livraison ou son déploiement en production.,Quel est l'intérêt d'un pipeline CI/CD ?,Automatiser l'ensemble des étapes de construction de test et de déploiement d'une application.,Cela permet de détecter les erreurs très tôt et de livrer des mises à jour de manière beaucoup plus fréquente.,Qu'est-ce que l'Infrastructure as Code (IaC) ?,La gestion et l'approvisionnement de l'infrastructure via des fichiers de configuration plutôt que par des processus manuels.,L'IaC avec des outils comme Terraform permet de recréer un environnement complet de manière identique et ultra rapide.,Citez un outil célèbre pour mettre en place des pipelines DevOps.,Jenkins ou GitLab CI.,Ces outils orchestrent les différentes tâches comme la compilation du code le passage des tests et l'envoi vers les serveurs.,À quoi servent les tests automatisés dans un cycle DevOps ?,À vérifier que les nouvelles modifications n'ont pas cassé les fonctionnalités existantes du logiciel.,Les tests unitaires et d'intégration s'exécutent à chaque modification pour garantir la stabilité du code avant sa mise en production.,Quelle est la différence entre Continuous Delivery et Continuous Deployment ?,Le Delivery demande une validation manuelle pour la production alors que le Deployment est totalement automatique.,Dans le déploiement continu chaque modification réussissant les tests est immédiatement poussée vers les utilisateurs finaux.,À quoi sert un gestionnaire de versions comme Git dans le DevOps ?,À centraliser le code source et à suivre l'historique de toutes les modifications apportées par l'équipe.,Git est le socle indispensable du DevOps car il permet aux développeurs de travailler ensemble sans écraser leurs changements respectifs.,Qu'est-ce qu'un artéfact dans un pipeline de déploiement ?,C'est le fichier binaire ou l'image compilée prêt à être installé sur un serveur.,Les artéfacts sont souvent stockés dans des dépôts sécurisés pour être déployés de manière cohérente sur les différents environnements.,Pourquoi parle-t-on de boucle de rétroaction (Feedback Loop) ?,Pour désigner le retour d'information continu sur la performance et les erreurs de l'application en production.,Une boucle rapide permet aux développeurs de corriger les bugs ou d'améliorer les fonctionnalités presque instantanément après leur sortie.
